age,weight,height,gender,activity_level,fitness_goal,bmi,experience_level
55,87.83524796661328,179.19154173610002,Female,Moderate,Weight Loss,27.354817363050653,Beginner
55,91.30756371984782,180.0058231804298,Female,High,Weight Loss,28.179523525955446,Beginner
62,61.438805593757856,163.29379790923355,Female,High,Muscle Gain,23.041109300252703,Intermediate
25,57.51466640343657,183.92465300064327,Male,Moderate,Muscle Gain,17.00194920801119,Intermediate
44,77.07123334579606,167.49953485401048,Female,Very High,Endurance,27.47040727104267,Advanced
44,61.716654335785435,172.88693629279857,Female,Very High,Muscle Gain,20.648001272927633,Intermediate
51,79.49397726633266,172.60321838771222,Male,High,Muscle Gain,26.68311005784527,Intermediate
38,73.04384531276949,168.65691258529452,Female,High,Endurance,25.67883615420349,Intermediate
47,47.26383827504152,178.10808273159782,Female,High,Maintenance,14.899158157138157,Advanced
50,93.21257801995093,177.93488720552213,Male,Low,Weight Loss,29.44098289108587,Beginner
45,96.93816509643283,152.5146802676182,Male,High,Weight Loss,41.67460552335926,Intermediate
64,60.80816964273421,183.04340242878152,Male,Low,Maintenance,18.149044743619456,Advanced
50,64.18447660096024,153.37508011964326,Female,Moderate,Maintenance,27.28477638633163,Advanced
22,74.28798086087357,180.32546204341656,Female,Very High,Endurance,22.845698822523808,Advanced
36,75.01685184980538,181.26705136827584,Male,High,Endurance,22.83079813735511,Beginner
21,79.87816409009245,159.09033569784802,Male,Very High,Weight Loss,31.56025314622611,Intermediate
52,100.15306808149525,165.89185712045415,Female,Very High,Weight Loss,36.392686809000246,Advanced
34,67.34579158758926,158.94295331514064,Male,High,Endurance,26.658020971062268,Beginner
61,58.02554133192319,167.85078969711265,Male,High,Weight Loss,20.595503947392313,Advanced
45,49.31021157978209,166.9196571581426,Male,Moderate,Muscle Gain,17.697906565116007,Advanced
47,59.036049400871214,177.7966053226934,Female,Low,Muscle Gain,18.675419157987168,Advanced
46,69.50309540689304,183.10308746119608,Female,Low,Weight Loss,20.730644877684508,Advanced
63,96.91836795276681,183.95683810789956,Female,Very High,Weight Loss,28.640079544575418,Advanced
23,62.235830514457426,164.37831973421697,Female,High,Endurance,23.03304816834276,Beginner
52,73.35681927458347,167.90778126255472,Female,Moderate,Weight Loss,26.01949399056308,Intermediate
58,69.75365655890872,153.1656180777905,Female,Moderate,Weight Loss,29.73338834272472,Intermediate
54,87.82589910172126,161.9412993350381,Male,Moderate,Weight Loss,33.48939990224742,Intermediate
41,107.90398638810433,179.6485163309746,Female,Moderate,Weight Loss,33.434144861960114,Intermediate
46,62.03696840619519,186.15582823548232,Female,Moderate,Weight Loss,17.901824330979252,Beginner
63,62.658408362226666,157.65651128120078,Male,Low,Muscle Gain,25.208995155954693,Beginner
48,85.66241315603608,164.07535740847106,Female,Low,Weight Loss,31.820249941466738,Beginner
52,80.22837234439467,169.73594243041072,Female,Low,Muscle Gain,27.84712403764715,Advanced
50,97.7006098860405,172.80161158819607,Male,High,Weight Loss,32.71912627030725,Advanced
38,78.75892277988946,161.90396480078354,Male,Very High,Weight Loss,30.045871061044714,Advanced
49,64.61061863819411,174.2406104446409,Male,Moderate,Maintenance,21.281641915144515,Intermediate
40,78.85982246038463,165.26160652929084,Female,High,Weight Loss,28.874325931309112,Advanced
50,86.63055370874362,169.8554772912172,Male,Moderate,Weight Loss,30.027002366206347,Intermediate
20,82.30723271796046,175.46284248003698,Female,Low,Maintenance,26.73422994406965,Advanced
35,77.60911046660947,170.06422269810938,Female,High,Endurance,26.834084861414,Intermediate
42,86.00012034383731,165.6361410947343,Female,Low,Weight Loss,31.34648515875184,Advanced
59,87.5394338566851,168.90390196074168,Female,Moderate,Weight Loss,30.684875699619578,Advanced
48,90.7323848655629,169.11637040794665,Male,Moderate,Weight Loss,31.72422547549042,Beginner
20,79.73064831384464,166.29988970117873,Male,Very High,Weight Loss,28.829782976662987,Advanced
57,67.49322879524719,167.41203937332898,Female,Moderate,Muscle Gain,24.081682762294633,Advanced
63,72.20070529649985,185.98647170504717,Male,Low,Maintenance,20.872704693266606,Beginner
41,88.09763449762535,175.6091944794124,Female,Moderate,Weight Loss,28.567336192686,Intermediate
49,57.74596493519146,167.0451968197084,Female,Very High,Weight Loss,20.694438999376263,Beginner
64,75.53009963309351,176.96954404510737,Female,Very High,Endurance,24.116983912825994,Beginner
39,64.09991781508958,166.6618051024399,Male,Low,Maintenance,23.077316696084434,Intermediate
40,70.43117234402226,181.73124637586642,Female,High,Muscle Gain,21.325818422533484,Advanced
19,89.17677793910948,173.69642192198094,Female,Moderate,Weight Loss,29.557658848443406,Intermediate
44,72.86648602029855,168.92697855995772,Male,Very High,Maintenance,25.534643425776167,Advanced
59,70.69654822234223,174.47716925810278,Male,Moderate,Maintenance,23.223143011022476,Advanced
19,49.60215788530121,154.291238479315,Male,Moderate,Maintenance,20.836177104019537,Intermediate
43,81.19380349040831,158.73232531090196,Male,High,Weight Loss,32.22494089334078,Beginner
34,79.68226271711613,158.06074993600944,Female,Very High,Weight Loss,31.89433722626853,Intermediate
57,102.4488208495819,171.42943094763706,Male,Moderate,Weight Loss,34.86070752027424,Advanced
50,65.38332647570499,187.3251499948509,Female,Very High,Endurance,18.632658924101403,Intermediate
26,73.28725491495908,192.31300146192632,Male,Low,Muscle Gain,19.815779581589066,Intermediate
60,73.74075525566133,176.38051101440757,Male,Low,Weight Loss,23.703167653849164,Advanced
56,93.66179919645211,175.00844474944458,Male,Moderate,Weight Loss,30.580493197475256,Beginner
46,68.57056701419572,151.98942265847262,Male,Very High,Weight Loss,29.68321994311397,Intermediate
59,74.18532288655508,164.5732620026598,Male,Moderate,Muscle Gain,27.390466975705138,Advanced
43,79.11844764574809,162.1221624809176,Male,Very High,Weight Loss,30.101835741077988,Advanced
52,72.79913684734537,163.79152401748883,Female,Very High,Endurance,27.135847026557467,Intermediate
42,63.30349578174208,168.3185618141521,Male,High,Muscle Gain,22.344141354467226,Beginner
41,72.91134989347461,165.27909422302872,Male,High,Muscle Gain,26.69065862462563,Intermediate
30,86.10447624789659,150.20700189624213,Male,High,Weight Loss,38.16325189063942,Beginner
24,54.602270508834096,177.47910256117535,Male,Moderate,Muscle Gain,17.334696974137564,Beginner
53,71.99454511220314,159.27256974260195,Female,High,Weight Loss,28.38034154919044,Beginner
62,59.4981877759124,172.3924686411115,Male,High,Muscle Gain,20.020142319306693,Beginner
37,87.92569943387264,190.74082669749973,Male,Low,Endurance,24.167320997766875,Intermediate
18,47.15219642824338,160.80615408413576,Male,Very High,Muscle Gain,18.234614957341304,Advanced
25,61.61617229092617,150.0,Male,Very High,Endurance,27.384965462633854,Advanced
63,75.65817812596781,167.1399577811989,Female,High,Weight Loss,27.08290852488084,Advanced
33,93.4828604385151,181.0095963499857,Male,Very High,Weight Loss,28.5317751543551,Advanced
31,69.01374608390519,189.58347454220595,Female,Low,Muscle Gain,19.201477370808835,Advanced
29,61.67200709960203,157.70450405547584,Male,Low,Weight Loss,24.79704263099363,Advanced
40,98.21735604160885,174.96699223236521,Female,High,Weight Loss,32.08307501064184,Intermediate
32,48.279791493756335,165.34689543219946,Female,Low,Weight Loss,17.659292330293557,Beginner
45,40.0,168.94051645695865,Male,Very High,Maintenance,14.014975933415846,Advanced
51,76.60021675079999,196.44343347017036,Male,Moderate,Endurance,19.84974656195292,Intermediate
19,62.46918663471083,154.97029671604847,Female,Very High,Endurance,26.011711121841167,Advanced
49,54.681507743039305,172.53739661494575,Female,Moderate,Endurance,18.368512976954868,Advanced
40,80.6253467094903,174.67693171765433,Male,High,Maintenance,26.42411712895212,Beginner
39,73.65701070656799,180.85786324939346,Female,Moderate,Maintenance,22.51849172569837,Beginner
42,61.538820538949075,170.97983153470895,Female,Low,Weight Loss,21.050353752109174,Beginner
39,50.79543401993658,173.08050539504103,Female,Very High,Endurance,16.956193584566613,Advanced
39,83.08685992420217,166.0835143257821,Male,Moderate,Weight Loss,30.121687199808104,Advanced
59,79.75301766937991,172.69126941245108,Female,Very High,Muscle Gain,26.742768257236207,Advanced
23,68.51236204330925,166.5680772450259,Female,High,Endurance,24.693656094169384,Beginner
32,97.69955494071499,176.2157188985605,Female,High,Weight Loss,31.46322915329269,Intermediate
60,53.94872850510771,166.30389663956365,Male,Low,Endurance,19.50636574497078,Advanced
54,47.117122436128916,173.77100393902185,Male,High,Muscle Gain,15.603575931642034,Advanced
50,59.62137895178133,169.70737186315023,Female,Moderate,Muscle Gain,20.701442115442646,Advanced
25,69.31620975466754,181.2605025077217,Male,High,Endurance,21.097376240558166,Intermediate
61,73.65009173984038,169.48606276411513,Female,Low,Maintenance,25.63924959822659,Advanced
61,66.38145913215506,152.2696753179312,Male,Very High,Weight Loss,28.629907905332395,Intermediate
22,75.28083094771445,182.61921500713993,Male,Very High,Endurance,22.57311327466055,Advanced
56,51.22690863714334,160.94267699137382,Female,High,Muscle Gain,19.776785674546787,Intermediate
21,91.65646906109889,163.4623366135118,Male,Moderate,Weight Loss,34.302653571697434,Advanced
23,68.76773232411146,164.04338705956508,Male,Low,Weight Loss,25.55449175715422,Beginner
62,86.75943747382192,183.74438093170818,Male,Moderate,Maintenance,25.697365036594224,Beginner
49,75.14088019566556,150.0,Female,Low,Weight Loss,33.39594675362914,Beginner
47,76.85129828730676,200.0,Male,High,Muscle Gain,19.21282457182669,Beginner
64,78.54650920348305,180.56056809066052,Male,Low,Maintenance,24.092455403794062,Advanced
52,76.71562840025973,172.2323891412916,Female,Low,Weight Loss,25.861528817029633,Beginner
57,79.64084139801315,169.45105999383713,Male,High,Weight Loss,27.736219134457023,Intermediate
33,89.93728795198646,172.85554074857657,Male,Moderate,Weight Loss,30.100463090500003,Beginner
30,72.94781754552206,175.21122428379337,Male,High,Endurance,23.762298912147468,Beginner
59,80.63505636382769,176.45215585950058,Male,Low,Muscle Gain,25.898222406318734,Beginner
47,68.6539645856916,175.55604466003447,Male,High,Maintenance,22.275837788074153,Advanced
36,91.6017582317421,170.89580681255248,Female,Low,Weight Loss,31.3646897633238,Beginner
34,59.85411546911095,168.02661579692673,Female,High,Endurance,21.200097404945964,Intermediate
36,97.01410649366224,168.48726716346488,Male,Very High,Weight Loss,34.17438563410532,Beginner
45,69.39763074033485,168.0509171964732,Male,Very High,Muscle Gain,24.573265302524675,Beginner
43,48.53837346822928,181.33770096867065,Male,High,Muscle Gain,14.760769830762193,Beginner
54,71.92156622366184,175.93556722280863,Female,Moderate,Maintenance,23.23549052625671,Intermediate
43,59.78422513787679,150.0,Female,Low,Muscle Gain,26.57076672794524,Beginner
40,82.60965323483086,176.55900776529762,Male,Very High,Weight Loss,26.50031523789219,Intermediate
26,60.210640310464136,171.94736194718774,Male,Moderate,Maintenance,20.364896695679555,Intermediate
29,63.307248501778304,169.81291243554102,Female,Low,Maintenance,21.953916963419665,Beginner
18,41.65688903581703,166.11481546911114,Male,Very High,Muscle Gain,15.096285383826554,Intermediate
18,63.21540521126385,181.24112719986013,Female,Very High,Muscle Gain,19.244623412138992,Advanced
64,40.0,179.47526462122858,Female,High,Maintenance,12.417975156423195,Beginner
51,46.24145764771415,162.2712233217639,Male,Low,Maintenance,17.560969769088093,Beginner
49,81.40621984216446,174.07052287124534,Female,Moderate,Muscle Gain,26.866254270280443,Intermediate
42,81.78700237976248,160.28343265458713,Male,Moderate,Weight Loss,31.835158859477975,Intermediate
57,76.38186342677447,156.2038183521107,Male,Moderate,Weight Loss,31.30451340833089,Beginner
62,55.495357853061805,163.73282775410036,Male,Low,Muscle Gain,20.70070476406977,Advanced
18,69.2843296578703,178.62393472382757,Male,Moderate,Weight Loss,21.714794108094214,Intermediate
33,69.94596191364147,179.53125045376086,Male,Moderate,Endurance,21.70113933787648,Intermediate
56,52.624529662111854,175.13085420097292,Male,Moderate,Endurance,17.15785113192461,Advanced
22,92.55097452650726,177.25095786847996,Female,High,Weight Loss,29.458037756360998,Advanced
39,83.16043435863507,175.1617828711496,Female,High,Endurance,27.104289982629062,Beginner
46,66.68553739255503,163.58518404777047,Female,Low,Weight Loss,24.919752315023242,Advanced
20,70.40328758491796,174.3192254467394,Female,Low,Endurance,23.168737259444644,Beginner
29,73.12574211921329,178.0040952522768,Male,Moderate,Weight Loss,23.07864455948622,Advanced
43,40.0,177.54291329813574,Female,High,Muscle Gain,12.689757050422507,Intermediate
33,66.29233926219105,181.88913371474644,Female,Very High,Endurance,20.037790663628012,Beginner
54,59.77023628003302,177.08303847201063,Female,Very High,Maintenance,19.060357507827252,Beginner
39,54.975699851576266,173.51448207541583,Male,Moderate,Maintenance,18.25993848896064,Beginner
46,65.78349560671067,180.70150238316427,Female,Moderate,Muscle Gain,20.146212965937476,Advanced
31,96.96529790274283,169.7347874075094,Male,High,Weight Loss,33.65693891500314,Intermediate
45,79.61264291900514,161.1812534877228,Female,High,Weight Loss,30.64453132810052,Beginner
22,61.432315153258045,168.36933036056237,Male,High,Endurance,21.670598872039893,Beginner
64,78.58874172034238,162.5509735519355,Male,Low,Weight Loss,29.742754439776192,Beginner
47,90.99033154879004,163.24821725025618,Female,Low,Weight Loss,34.14273859202151,Beginner
63,83.86950524369153,168.5548132928448,Male,Moderate,Weight Loss,29.520367746747766,Intermediate
22,70.89445554880261,162.0758007900004,Male,Low,Maintenance,26.98832425920275,Advanced
29,60.295948334416394,166.92038470360959,Female,High,Endurance,21.640603911459245,Intermediate
33,80.47334970420386,151.06385333046214,Female,High,Weight Loss,35.26395042396683,Beginner
43,75.90228078132624,172.13293707372938,Female,Low,Maintenance,25.616917401954943,Intermediate
43,83.42789830041599,170.01205475362224,Male,Very High,Weight Loss,28.863691266998018,Beginner
38,79.52757702522955,161.8291136893181,Male,Moderate,Weight Loss,30.367178327569004,Advanced
56,85.74329072979003,176.59245668432405,Male,Very High,Endurance,27.495134630466243,Advanced
53,61.97147182659148,179.3757013762656,Female,Moderate,Muscle Gain,19.260368248814082,Advanced
50,89.76091098451488,153.92440135631026,Male,Very High,Weight Loss,37.88543735576611,Beginner
47,72.963994070386,162.37275221433785,Male,Low,Endurance,27.674660083902385,Intermediate
54,101.12891308937898,162.308576502127,Male,Moderate,Weight Loss,38.38772737496211,Advanced
40,59.66218272865648,160.60096898891135,Male,Moderate,Endurance,23.13144775626057,Beginner
27,96.03945704747875,178.29474841931747,Male,Moderate,Weight Loss,30.211521199009017,Beginner
22,72.96866175193972,168.06173861227197,Male,High,Endurance,25.83441770828,Intermediate
53,60.22872994578327,167.3548515868939,Male,High,Maintenance,21.504388192365962,Advanced
51,62.741712489185176,150.0,Female,Very High,Maintenance,27.885205550748967,Beginner
48,65.1947903770852,176.35418030209226,Female,Low,Muscle Gain,20.962417961732307,Intermediate
27,76.36248919602875,157.60741605146526,Female,High,Weight Loss,30.74162205110804,Advanced
36,77.8425323205325,170.5993263026633,Male,Moderate,Maintenance,26.746215042217607,Intermediate
49,61.394499940921314,172.77376937958192,Male,High,Maintenance,20.567137418640865,Intermediate
18,69.63468111608526,183.60658595838652,Female,Low,Muscle Gain,20.656135822977173,Beginner
22,102.13405537917795,156.9117960088089,Male,High,Weight Loss,41.481971599579474,Beginner
62,95.91314755151066,150.0,Female,Moderate,Weight Loss,42.62806557844918,Beginner
21,76.54485504511048,171.83849544753696,Male,Very High,Endurance,25.922392486863103,Intermediate
33,70.570052172523,188.00511181510853,Male,Moderate,Maintenance,19.965542852591735,Beginner
41,71.80046990077392,182.38946352939436,Female,Low,Endurance,21.58379436276631,Intermediate
33,79.20276959095625,172.09659415274626,Female,Very High,Endurance,26.742119012744023,Intermediate
19,54.658111522023916,165.08363814367954,Female,High,Endurance,20.05610338608993,Beginner
45,66.13935193864982,178.0712259663731,Female,High,Muscle Gain,20.857989178635048,Advanced
49,44.97123889183616,160.2645380029553,Female,High,Maintenance,17.508945062529207,Advanced
44,75.98834683907918,174.76357769356218,Male,Very High,Weight Loss,24.879700191454592,Advanced
37,79.70793909554112,175.05470159166626,Male,Moderate,Muscle Gain,26.01081866157407,Intermediate
41,62.75220306550939,180.60209907498879,Male,Very High,Muscle Gain,19.2390396660446,Intermediate
29,93.6098014493505,197.5966003891108,Female,Very High,Endurance,23.975208205381342,Intermediate
52,51.61351505496488,173.92415967178766,Female,Low,Weight Loss,17.062537134992557,Beginner
50,48.0343767968527,164.910363742925,Female,Very High,Maintenance,17.662666192834028,Intermediate
50,73.36677727839958,169.74425687808005,Female,High,Maintenance,25.46298205701165,Beginner
60,85.70647453918232,152.30924095110882,Female,Moderate,Weight Loss,36.94546385829454,Beginner
54,95.25891537186803,163.05286868910943,Female,Moderate,Weight Loss,35.83015972992015,Advanced
29,63.1167360569659,165.90717561886896,Male,Moderate,Muscle Gain,22.930535245409693,Advanced
20,86.18021250146944,164.75911602065406,Male,High,Weight Loss,31.74743584688696,Advanced
18,69.42237295748939,171.52354872033723,Male,High,Endurance,23.596736756488458,Beginner
50,67.41059050088771,161.775800676178,Male,High,Muscle Gain,25.757340286114427,Beginner
57,83.25489906230008,181.2103066732447,Male,High,Maintenance,25.35385533076944,Beginner
27,79.78484317620129,170.00207064918197,Female,High,Endurance,27.60653965632077,Intermediate
60,46.35411764523626,169.90699678861387,Female,Very High,Maintenance,16.057051178402414,Beginner
61,92.14810524588844,166.72105283487082,Female,High,Weight Loss,33.15167844531449,Advanced
46,90.70137031221176,171.5519068385898,Female,High,Weight Loss,30.81929848577886,Advanced
30,60.61655947735706,178.25098264667633,Female,High,Endurance,19.077761596224693,Beginner
29,75.93705300156114,161.328697842891,Female,High,Weight Loss,29.17631787641716,Beginner
48,77.41045279424108,163.41883510924742,Male,Moderate,Weight Loss,28.98647381528688,Advanced
63,73.9101064873586,166.96273971223334,Female,High,Endurance,26.51335598571966,Beginner
19,61.7454226923187,156.54129076526786,Female,Very High,Endurance,25.19689040870404,Advanced
52,59.92564948092922,161.80742140278502,Female,Very High,Muscle Gain,22.8884232502905,Intermediate
40,69.61668893512832,165.2377912645534,Female,Very High,Muscle Gain,25.497323934463036,Advanced
34,87.59093528889048,178.74389180712728,Male,Low,Weight Loss,27.415536207201257,Intermediate
43,78.15400231891648,172.62561329001926,Male,Moderate,Endurance,26.226525228394927,Beginner
25,64.44078501870841,171.93589911367545,Female,High,Endurance,21.798554425002237,Beginner
46,81.57548065972517,178.5089796216797,Male,Low,Maintenance,25.599972947965064,Intermediate
43,40.0,168.62628211600602,Male,High,Endurance,14.06725829504551,Beginner
27,87.23148550558156,173.9046484992889,Female,Low,Weight Loss,28.843694463471845,Intermediate
43,43.904293318328506,168.96778247067505,Female,Low,Maintenance,15.377976123928244,Beginner
51,64.56338587895301,172.6536234939963,Female,Very High,Maintenance,21.658825544216366,Advanced
58,53.20495158060784,164.17241342388417,Female,Very High,Endurance,19.74020630169725,Beginner
24,50.57977786418641,150.0,Female,Low,Muscle Gain,22.479901272971738,Advanced
21,87.41240181067779,168.65720837813697,Male,Very High,Weight Loss,30.730047972674797,Advanced
62,62.98448198032163,184.2274813609994,Female,Low,Maintenance,18.55772489497863,Intermediate
28,75.19755822596073,179.26215402241593,Female,Moderate,Endurance,23.400574372812688,Beginner
46,69.29619131681224,179.6539748459117,Female,Very High,Weight Loss,21.470180945413016,Intermediate
53,77.15561240834683,182.36130721806217,Male,Very High,Endurance,23.20075560981982,Beginner
42,71.15232836590383,170.88657590961438,Female,Very High,Weight Loss,24.36538178142321,Advanced
38,50.755116637171454,171.97315707405596,Female,Moderate,Maintenance,17.161628715220903,Advanced
53,84.94400229170711,163.8234810456565,Female,Low,Weight Loss,31.650488681736533,Beginner
27,62.593651252580315,166.83927143972952,Male,High,Endurance,22.487113734942852,Beginner
54,46.651271520103734,176.1577114977114,Female,Very High,Endurance,15.033502218135204,Intermediate
26,63.578272585511314,182.03884437168816,Female,Low,Muscle Gain,19.18582966188965,Beginner
41,92.51139685951466,168.60553724319,Female,Moderate,Weight Loss,32.54254932825145,Beginner
52,82.7533261317024,165.49810735148588,Male,High,Weight Loss,30.2133857444746,Beginner
52,64.7702179838821,170.00527958856597,Female,Very High,Endurance,22.410448135384136,Intermediate
53,64.76113443522357,176.01206748929116,Female,Moderate,Weight Loss,20.904007818267438,Beginner
35,65.17547423173926,155.5614518386646,Female,Moderate,Endurance,26.93272051920853,Advanced
56,101.15121975341262,150.0,Male,High,Weight Loss,44.95609766818339,Intermediate
49,75.7290317834733,164.49463150508416,Female,Low,Endurance,27.9871674850769,Intermediate
41,76.45062470786604,157.79287574085842,Female,Very High,Weight Loss,30.704798821520328,Advanced
40,85.45425181047763,164.9185980235269,Female,Very High,Weight Loss,31.419148266890556,Advanced
49,73.5818373853977,168.5221968118253,Male,Low,Maintenance,25.909343245614902,Advanced
54,66.11436781268945,165.46751590976987,Male,Low,Endurance,24.147398841769483,Beginner
29,67.05475226372532,184.52467534470745,Female,Low,Muscle Gain,19.69339820576733,Advanced
30,68.92598110878905,173.26744764602321,Male,High,Endurance,22.95879026827249,Beginner
40,69.44166645235238,173.00474359610828,Male,High,Muscle Gain,23.200861532051366,Intermediate
42,80.9144431545547,176.222071440434,Male,Very High,Weight Loss,26.055862024540545,Intermediate
52,70.77918828710949,158.6116688221923,Female,High,Weight Loss,28.13424782145178,Advanced
58,80.98960115823368,180.39111787420268,Female,Moderate,Endurance,24.888513610931227,Beginner
47,68.78925129837127,169.2423571346454,Male,Very High,Weight Loss,24.016098265376144,Advanced
34,71.17952785474137,176.70480617241213,Male,High,Endurance,22.79598586192781,Advanced
37,40.026989732018386,159.28142766959846,Male,Low,Weight Loss,15.77693551333871,Beginner
42,83.74491512053723,154.46241233983935,Female,Moderate,Weight Loss,35.10046099106076,Advanced
39,75.19732713846989,178.1788965802503,Female,Low,Weight Loss,23.68589903942275,Intermediate
30,84.97015164789478,173.76409526097515,Male,Very High,Weight Loss,28.14143934460089,Advanced
36,40.0,160.9794844564249,Male,Low,Endurance,15.435436907422014,Beginner
53,101.32562057171091,161.30336918725305,Male,High,Weight Loss,38.94326813196708,Beginner
29,67.9061555776724,181.2543478441477,Male,High,Endurance,20.669609798567922,Intermediate
58,86.62274225106275,158.10588107132673,Female,Very High,Weight Loss,34.65260425774864,Beginner
36,54.401411093117034,186.42672953255965,Male,Low,Endurance,15.652863683404796,Beginner
29,79.19160857593855,160.99379265352133,Female,Very High,Weight Loss,30.55349538430706,Intermediate
26,54.198766552395156,176.38391925608383,Male,Low,Muscle Gain,17.42093363123667,Advanced
24,60.64346558956292,166.71381524251015,Male,Moderate,Weight Loss,21.819300878549022,Intermediate
45,98.71047030800179,176.03187431082344,Male,High,Weight Loss,31.855218972330515,Advanced
31,67.1397639885498,164.55885997885807,Male,Very High,Endurance,24.79346754555651,Intermediate
48,73.26149309769585,168.37207093927705,Male,Moderate,Muscle Gain,25.842567433861895,Advanced
36,83.05101596033131,170.4091917539572,Female,Moderate,Weight Loss,28.599531333767825,Intermediate
64,77.43522831958907,159.97812544218527,Male,Very High,Weight Loss,30.256408566289668,Advanced
33,72.25628357715365,177.40824345420125,Male,Very High,Endurance,22.95768160983947,Intermediate
22,75.47441503699338,164.86786433528414,Male,Moderate,Weight Loss,27.766921424004575,Advanced
52,106.05123377857413,167.71400084659982,Female,Low,Weight Loss,37.703102339801376,Intermediate
29,69.13571804449622,160.05650625391488,Female,Moderate,Muscle Gain,26.987074763934,Beginner
42,73.01648570072452,150.0,Female,Very High,Weight Loss,32.451771422544226,Advanced
38,85.75981594011418,168.0897223739983,Female,Moderate,Weight Loss,30.352992912018898,Intermediate
53,86.58288899436975,194.12615421612915,Male,Low,Weight Loss,22.97544706876879,Advanced
40,87.8054545834057,177.84604287898023,Male,High,Maintenance,27.760870661203512,Advanced
33,79.58095333043777,169.80739620265607,Male,High,Endurance,27.599164317959318,Intermediate
56,52.854926309042746,167.37109170791732,Female,Moderate,Weight Loss,18.86794379443002,Advanced
62,94.50147298451644,170.22465892812048,Male,Low,Weight Loss,32.61321642628302,Intermediate
59,52.804819104719684,175.4711911517521,Male,High,Weight Loss,17.149912585549153,Beginner
56,74.5395319785855,158.19187184691154,Female,Moderate,Weight Loss,29.786421554163038,Advanced
31,58.68586224970963,181.1432169466887,Female,Moderate,Endurance,17.885016187341446,Beginner
48,69.0379248011051,177.15381315441243,Female,Low,Muscle Gain,21.998178362182003,Advanced
22,74.9314361545522,177.18185725707934,Male,Very High,Endurance,23.86852363699983,Advanced
52,74.8203582317541,174.38475738809728,Male,Moderate,Maintenance,24.603831284496703,Advanced
40,76.32881131352927,170.1961665769399,Female,Very High,Muscle Gain,26.350505503623072,Intermediate
46,94.20566903587971,176.7286123596682,Male,Very High,Weight Loss,30.162219997052546,Beginner
60,76.8030145227097,175.91814133741377,Female,High,Maintenance,24.81744172522292,Advanced
28,66.33765047064027,166.45959289058976,Female,Very High,Endurance,23.94100787140061,Intermediate
35,84.46130752432536,164.26398227103098,Male,Low,Weight Loss,31.302073423179454,Advanced
64,87.8420573338696,171.01856295261987,Female,High,Weight Loss,30.034194795282655,Intermediate
29,51.58588277294511,185.49020151495188,Female,High,Muscle Gain,14.993013112670267,Advanced
26,78.96100104774787,157.60892924346098,Female,High,Weight Loss,31.787107340101166,Beginner
27,80.51759113466348,155.3247473424756,Male,Moderate,Weight Loss,33.37409223231461,Beginner
61,65.53654744960012,171.64760841236517,Female,Moderate,Weight Loss,22.243752031053468,Advanced
34,90.6356021996743,170.50887701856018,Female,Very High,Weight Loss,31.174883298014247,Intermediate
55,67.7491661945121,171.7334166437041,Female,High,Endurance,22.971763368779285,Advanced
24,71.88364680207313,172.439531979085,Female,High,Endurance,24.174440459629793,Intermediate
63,67.40392263574195,167.76797745365195,Female,Low,Endurance,23.947877817702725,Advanced
30,70.23368571372201,184.89863438602083,Female,Very High,Endurance,20.543671062924883,Intermediate
57,53.55587369657197,153.99096021523485,Female,Low,Muscle Gain,22.584821090909063,Beginner
59,48.39923676108559,161.71502975219755,Male,Very High,Endurance,18.5070732138923,Advanced
26,93.91757594837458,168.96745239850952,Male,Very High,Weight Loss,32.895823484035716,Beginner
44,57.29557977522508,153.56811188845833,Female,Moderate,Muscle Gain,24.295118912997292,Beginner
19,55.129114758155396,168.2414559556793,Male,Moderate,Muscle Gain,19.476682411692575,Advanced
22,40.0,186.6147016572802,Male,Low,Muscle Gain,11.48598597555181,Advanced
46,60.41557378465747,170.20886488295963,Female,Very High,Muscle Gain,20.853768765393962,Intermediate
54,50.153653098887524,172.30700905718683,Male,High,Maintenance,16.892607209625922,Intermediate
55,94.63022740204553,157.3983523482742,Female,Moderate,Weight Loss,38.197023340608794,Beginner
36,85.1472563401395,163.83638591960522,Female,High,Weight Loss,31.721224234372322,Intermediate
25,59.67774482233414,166.24803619676064,Female,Low,Muscle Gain,21.592322357594682,Intermediate
62,103.78653708016463,166.82284903243766,Female,Moderate,Weight Loss,37.29322606868383,Advanced
18,84.72648230487391,182.81643795003768,Female,Moderate,Maintenance,25.350626115418216,Intermediate
39,65.12752924737066,175.57691060725125,Male,Very High,Endurance,21.12660908685699,Beginner
34,40.0,158.88542043062967,Female,Low,Endurance,15.844987331982242,Intermediate
24,104.36413858886112,172.46504778432003,Male,Very High,Weight Loss,35.08723185599541,Beginner
42,49.15641299854606,174.98221748496786,Female,Moderate,Muscle Gain,16.05433616897249,Advanced
62,45.31901879564663,181.40149038521267,Female,Low,Muscle Gain,13.772056527541453,Beginner
21,85.3385564801446,185.80540686568372,Female,Moderate,Weight Loss,24.718869067125116,Intermediate
53,106.59628609508908,159.84905808172132,Male,Low,Weight Loss,41.71784928034437,Advanced
23,90.76409227765777,161.89142488789662,Female,Moderate,Weight Loss,34.63110727269816,Intermediate
48,78.4586368007854,157.42422141085385,Female,High,Weight Loss,31.659033325315875,Advanced
36,78.92131512497929,167.65980140893018,Female,High,Weight Loss,28.07607661125176,Advanced
